#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
PER,Peru,46006,Mobile phone subscriptions (per 100 people),100.065,2013
PER,Peru,46106,Primary school dropout rate (% of primary school cohort),9.49423,2013
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",18.08394,2013
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",70.48,2013
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",85.021,2013
PER,Peru,52306,Research and development expenditure (% of GDP),0.08174,2013
PER,Peru,52606,"Remittances, inflows (% of GDP)",1.345714,2013
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",4.8842946,2013
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",13.65039,2013
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",17.579991,2013
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",97.5,2013
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",156.916,2013
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2013
PER,Peru,61006,"Homicide rate (per 100,000 people)",6.760935536,2013
PER,Peru,63106,Population ages 15–64 (millions),19.176447,2013
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",103.74295,2013
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",98.54976,2013
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",15,2013
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",3,2013
PER,Peru,65606,Gross fixed capital formation (% of GDP),25.30079697,2013
PER,Peru,68606,Gender Inequality Index (GII),0.432,2013
PER,Peru,69206,Life expectancy at birth (years),75.258,2013
PER,Peru,69706,Expected years of schooling (years),14.53334762,2013
PER,Peru,71406,Inequality-adjusted education index,0.518638448,2013
PER,Peru,71506,Inequality-adjusted life expectancy index,0.731955969,2013
PER,Peru,71606,Inequality-adjusted income index,0.493831509,2013
PER,Peru,73506,Overall loss in HDI due to inequality (%),23.73333333,2013
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",98,2013
PER,Peru,97306,Natural resource depletion (% of GNI),4.76637212,2013
PER,Peru,99106,Net official development assistance received (% of GNI),0.19058733,2013
PER,Peru,100806,Forest area (% of total land area),58.05328369,2013
PER,Peru,101606,Inequality in education (%),25.6,2013
PER,Peru,101706,Inequality in income (%),30.6,2013
PER,Peru,101806,Inequality in life expectancy (%),13.9,2013
PER,Peru,103006,Mean years of schooling (years),8.801717639,2013
PER,Peru,103206,Life expectancy index,0.850123077,2013
PER,Peru,103606,Income index,0.71157278,2013
PER,Peru,103706,Education index,0.697094689,2013
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",6.666,2013
PER,Peru,111106,International inbound tourists (thousands),3164,2013
PER,Peru,111306,Private capital flows (% of GDP),-6.861425,2013
PER,Peru,120606,"Life expectancy at birth, female (years)",77.846,2013
PER,Peru,121106,"Life expectancy at birth, male (years)",72.713,2013
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),44.677,2013
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),10.586,2013
PER,Peru,123306,"Expected years of schooling, female (years)",13.6922,2013
PER,Peru,123406,"Expected years of schooling, male (years)",13.4983,2013
PER,Peru,123506,"Estimated gross national income per capita, female (2017 PPP $)",9093.978693,2013
PER,Peru,123606,"Estimated gross national income per capita, male (2017 PPP $)",13152.55647,2013
PER,Peru,128306,"Prison population (per 100,000 people)",232.9,2013
PER,Peru,132706,Population ages 65 and older (millions),2.030068,2013
PER,Peru,132806,Population under age 5 (millions),2.892907,2013
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",83.46415,2013
PER,Peru,133206,Exports and imports (% of GDP),49.787142,2013
PER,Peru,135006,Coefficient of human inequality,23.36666667,2013
PER,Peru,136906,"Human Development Index (HDI), female",0.725267889,2013
PER,Peru,137006,"Human Development Index (HDI), male",0.754075776,2013
PER,Peru,137506,Human Development Index (HDI),0.75,2013
PER,Peru,137906,Gender Development Index (GDI),0.961797093,2013
PER,Peru,138806,Inequality-adjusted HDI (IHDI),0.572,2013
PER,Peru,140606,"Unemployment, total (% of labour force)",3.237,2013
PER,Peru,147906,Youth not in school or employment (% ages 15-24),16.565,2013
PER,Peru,148206,Labour force participation rate (% ages 15 and older),77.638,2013
PER,Peru,148306,Employment to population ratio (% ages 15 and older),75.125,2013
PER,Peru,149206,Government expenditure on education (% of GDP),3.29729,2013
PER,Peru,150606,Employment in agriculture (% of total employment),27.414,2013
PER,Peru,150706,Employment in services (% of total employment),55.564,2013
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),12.996,2013
PER,Peru,164406,Adjusted net savings (% of GNI),12.160022,2013
PER,Peru,169706,Total unemployment rate (female to male ratio),1.187982544,2013
PER,Peru,169806,Youth unemployment rate (female to male ratio),1.014039855,2013
PER,Peru,170006,Concentration index (exports) (value),0.250432511,2013
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",15.217021,2013
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),76.24394606,2013
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.61364749,2013
PER,Peru,175206,"Antenatal care coverage, at least one visit (%)",95.9,2013
PER,Peru,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",74,2013
PER,Peru,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",9,2013
PER,Peru,177706,Survival rate to the last grade of lower secondary general education (%),88.54191,2013
PER,Peru,178306,Gross capital formation (% of GDP),25.574182,2013
PER,Peru,179406,Skilled labour force (% of labour force),54.6046,2013
PER,Peru,179706,Ratio of education and health expenditure to military expenditure,4.788852,2013
PER,Peru,181206,Proportion of births attended by skilled health personnel (%),89.1,2013
PER,Peru,181706,Rural population with access to electricity (%),69.905012,2013
PER,Peru,181806,Current health expenditure (% of GDP),4.701345,2013
PER,Peru,182106,"Malaria incidence (per 1,000 people at risk)",5.35903,2013
PER,Peru,182206,"Tuberculosis incidence (per 100,000 people)",125,2013
PER,Peru,182806,Population using safely managed drinking-water services (%),49,2013
PER,Peru,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",44.29999924,2013
PER,Peru,184006,Proportion of informal employment in nonagricultural employment (% of total employment in nonagriculture),61.26,2013
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.50861,2013
PER,Peru,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.13199,2013
PER,Peru,193006,"Proportion of informal employment in nonagricultural employment, female (% of total employment in nonagriculture)",68.98,2013
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",349.070319,2013
PER,Peru,194906,GDP per capita (2017 PPP $),11724.0032,2013
PER,Peru,195206,Population using safely managed sanitation services (%),35,2013
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.533395578,2013
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),11112.59115,2013
PER,Peru,195906,"Domestic material consumption per capita, (tonnes)",15.52791,2013
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",45.39,2013
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",13.08,2013
PER,Peru,23806,Population with at least some secondary education (% ages 25 and older),61.10963,2012
PER,Peru,23906,"Population with at least some secondary education, female (% ages 25 and older)",56.29248,2012
PER,Peru,24006,"Population with at least some secondary education, male (% ages 25 and older)",66.06776,2012
PER,Peru,24106,"Mean years of schooling, female (years)",8.115,2012
PER,Peru,24206,"Mean years of schooling, male (years)",9.1321,2012
PER,Peru,31706,Share of seats in parliament (% held by women),21.53846154,2012
PER,Peru,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",67.8578,2012
PER,Peru,43006,Vulnerable employment (% of total employment),50.148,2012
PER,Peru,43606,"Internet users, total (% of population)",38.2,2012
PER,Peru,44206,Total population (millions),29.50679,2012
PER,Peru,45106,Urban population (%),76.8,2012
PER,Peru,46006,Mobile phone subscriptions (per 100 people),99.5977,2012
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",19.18832,2012
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",71.062,2012
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",85.613,2012
PER,Peru,52306,Research and development expenditure (% of GDP),0.0553,2012
PER,Peru,52606,"Remittances, inflows (% of GDP)",1.447168,2012
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",7.0711424,2012
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",14.252287,2012
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",18.353442,2012
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",98.878,2012
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",158.675,2012
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2012
PER,Peru,61006,"Homicide rate (per 100,000 people)",6.66965129,2012
PER,Peru,63106,Population ages 15–64 (millions),18.933055,2012
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",102.40935,2012
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",93.17268,2012
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",6,2012
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2012
PER,Peru,65606,Gross fixed capital formation (% of GDP),25.04452592,2012
PER,Peru,68606,Gender Inequality Index (GII),0.436,2012
PER,Peru,69206,Life expectancy at birth (years),74.981,2012
PER,Peru,69706,Expected years of schooling (years),14.45643732,2012
PER,Peru,71406,Inequality-adjusted education index,0.519426606,2012
PER,Peru,71506,Inequality-adjusted life expectancy index,0.720674031,2012
PER,Peru,71606,Inequality-adjusted income index,0.474032355,2012
PER,Peru,73506,Overall loss in HDI due to inequality (%),24.25876011,2012
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",100,2012
PER,Peru,97306,Natural resource depletion (% of GNI),6.105528015,2012
PER,Peru,99106,Net official development assistance received (% of GNI),0.21358727,2012
PER,Peru,100806,Forest area (% of total land area),58.18421631,2012
PER,Peru,101406,"Literacy rate, adult (% ages 15 and older)",93.84173,2012
PER,Peru,101606,Inequality in education (%),24.6,2012
PER,Peru,101706,Inequality in income (%),32.5,2012
PER,Peru,101806,Inequality in life expectancy (%),14.8,2012
PER,Peru,103006,Mean years of schooling (years),8.619809995,2012
PER,Peru,103206,Life expectancy index,0.845861538,2012
PER,Peru,103606,Income index,0.702270156,2012
PER,Peru,103706,Education index,0.688894703,2012
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",7.253,2012
PER,Peru,111106,International inbound tourists (thousands),2846,2012
PER,Peru,111306,Private capital flows (% of GDP),-7.262118,2012
PER,Peru,120606,"Life expectancy at birth, female (years)",77.527,2012
PER,Peru,121106,"Life expectancy at birth, male (years)",72.474,2012
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),45.564,2012
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),10.284,2012
PER,Peru,123306,"Expected years of schooling, female (years)",13.6327,2012
PER,Peru,123406,"Expected years of schooling, male (years)",13.4705,2012
PER,Peru,123506,"Estimated gross national income per capita, female (2017 PPP $)",8205.910665,2012
PER,Peru,123606,"Estimated gross national income per capita, male (2017 PPP $)",12711.11487,2012
PER,Peru,128306,"Prison population (per 100,000 people)",208.1,2012
PER,Peru,132706,Population ages 65 and older (millions),1.946993,2012
PER,Peru,132806,Population under age 5 (millions),2.966347,2012
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",76.45923,2012
PER,Peru,133206,Exports and imports (% of GDP),52.619895,2012
PER,Peru,135006,Coefficient of human inequality,23.96666667,2012
PER,Peru,136906,"Human Development Index (HDI), female",0.715239952,2012
PER,Peru,137006,"Human Development Index (HDI), male",0.748907226,2012
PER,Peru,137506,Human Development Index (HDI),0.742,2012
PER,Peru,137906,Gender Development Index (GDI),0.955044801,2012
PER,Peru,138806,Inequality-adjusted HDI (IHDI),0.562,2012
PER,Peru,140606,"Unemployment, total (% of labour force)",3.109,2012
PER,Peru,147906,Youth not in school or employment (% ages 15-24),15.434,2012
PER,Peru,148206,Labour force participation rate (% ages 15 and older),78.237,2012
PER,Peru,148306,Employment to population ratio (% ages 15 and older),75.804,2012
PER,Peru,149206,Government expenditure on education (% of GDP),2.92276,2012
PER,Peru,150606,Employment in agriculture (% of total employment),27.437,2012
PER,Peru,150706,Employment in services (% of total employment),55.53,2012
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),14.004,2012
PER,Peru,164406,Adjusted net savings (% of GNI),11.736941,2012
PER,Peru,169706,Total unemployment rate (female to male ratio),1.258366319,2012
PER,Peru,169806,Youth unemployment rate (female to male ratio),1.323765968,2012
PER,Peru,170006,Concentration index (exports) (value),0.265856952,2012
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",12.43585,2012
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),76.65912386,2012
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.67656356,2012
PER,Peru,175206,"Antenatal care coverage, at least one visit (%)",96,2012
PER,Peru,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",75.5,2012
PER,Peru,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",9.5,2012
PER,Peru,177706,Survival rate to the last grade of lower secondary general education (%),95.39413,2012
PER,Peru,178306,Gross capital formation (% of GDP),24.606056,2012
PER,Peru,179406,Skilled labour force (% of labour force),54.6624,2012
PER,Peru,179706,Ratio of education and health expenditure to military expenditure,5.077855,2012
PER,Peru,181206,Proportion of births attended by skilled health personnel (%),86.7,2012
PER,Peru,181706,Rural population with access to electricity (%),66.166825,2012
PER,Peru,181806,Current health expenditure (% of GDP),4.755288,2012
PER,Peru,182106,"Malaria incidence (per 1,000 people at risk)",3.48921,2012
PER,Peru,182206,"Tuberculosis incidence (per 100,000 people)",126,2012
PER,Peru,182806,Population using safely managed drinking-water services (%),49,2012
PER,Peru,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",44.70000076,2012
PER,Peru,184006,Proportion of informal employment in nonagricultural employment (% of total employment in nonagriculture),62.26,2012
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.70016,2012
PER,Peru,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.13628,2012
PER,Peru,193006,"Proportion of informal employment in nonagricultural employment, female (% of total employment in nonagriculture)",69.92,2012
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",329.7704437,2012
PER,Peru,194906,GDP per capita (2017 PPP $),11176.08747,2012
PER,Peru,195206,Population using safely managed sanitation services (%),33,2012
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.835367509,2012
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),10448.8795,2012
PER,Peru,195906,"Domestic material consumption per capita, (tonnes)",15.19887,2012
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",48.12,2012
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",13.64,2012
PER,Peru,23806,Population with at least some secondary education (% ages 25 and older),59.53397,2011
PER,Peru,23906,"Population with at least some secondary education, female (% ages 25 and older)",54.11064,2011
PER,Peru,24006,"Population with at least some secondary education, male (% ages 25 and older)",65.0407,2011
PER,Peru,24106,"Mean years of schooling, female (years)",8.4472,2011
PER,Peru,24206,"Mean years of schooling, male (years)",9.7386,2011
PER,Peru,31706,Share of seats in parliament (% held by women),21.53846154,2011
PER,Peru,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",69.7044,2011
PER,Peru,43006,Vulnerable employment (% of total employment),51.513,2011
PER,Peru,43606,"Internet users, total (% of population)",36.01,2011
PER,Peru,44206,Total population (millions),29.264314,2011
PER,Peru,45106,Urban population (%),76.6,2011
PER,Peru,46006,Mobile phone subscriptions (per 100 people),110.925,2011
PER,Peru,46106,Primary school dropout rate (% of primary school cohort),26.11487,2011
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",19.5637,2011
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",71.289,2011
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",85.664,2011
PER,Peru,52306,Research and development expenditure (% of GDP),0.08282,2011
PER,Peru,52606,"Remittances, inflows (% of GDP)",1.5701761,2011
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",4.4726266,2011
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",14.911745,2011
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",19.200625,2011
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",100.277,2011
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",160.768,2011
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2011
PER,Peru,61006,"Homicide rate (per 100,000 people)",5.525501127,2011
PER,Peru,63106,Population ages 15–64 (millions),18.701551,2011
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",108.01226,2011
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",93.89932,2011
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",4,2011
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",6,2011
PER,Peru,65606,Gross fixed capital formation (% of GDP),23.3485326,2011
PER,Peru,68606,Gender Inequality Index (GII),0.44,2011
PER,Peru,69206,Life expectancy at birth (years),74.697,2011
PER,Peru,69706,Expected years of schooling (years),13.50175308,2011
PER,Peru,71406,Inequality-adjusted education index,0.515263053,2011
PER,Peru,71506,Inequality-adjusted life expectancy index,0.716951446,2011
PER,Peru,71606,Inequality-adjusted income index,0.484776327,2011
PER,Peru,73506,Overall loss in HDI due to inequality (%),23.16076294,2011
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",102,2011
PER,Peru,97306,Natural resource depletion (% of GNI),7.042866772,2011
PER,Peru,99106,Net official development assistance received (% of GNI),0.37132772,2011
PER,Peru,100806,Forest area (% of total land area),58.31515503,2011
PER,Peru,101606,Inequality in education (%),24,2011
PER,Peru,101706,Inequality in income (%),30,2011
PER,Peru,101806,Inequality in life expectancy (%),14.8,2011
PER,Peru,103006,Mean years of schooling (years),9.087870126,2011
PER,Peru,103206,Life expectancy index,0.841492308,2011
PER,Peru,103606,Income index,0.692537611,2011
PER,Peru,103706,Education index,0.677977701,2011
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",7.591,2011
PER,Peru,111106,International inbound tourists (thousands),2598,2011
PER,Peru,111306,Private capital flows (% of GDP),-3.865435,2011
PER,Peru,120606,"Life expectancy at birth, female (years)",77.207,2011
PER,Peru,121106,"Life expectancy at birth, male (years)",72.226,2011
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),46.469,2011
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),10.012,2011
PER,Peru,123306,"Expected years of schooling, female (years)",13.5731,2011
PER,Peru,123406,"Expected years of schooling, male (years)",13.4428,2011
PER,Peru,123506,"Estimated gross national income per capita, female (2017 PPP $)",7619.933109,2011
PER,Peru,123606,"Estimated gross national income per capita, male (2017 PPP $)",11988.6328,2011
PER,Peru,128306,"Prison population (per 100,000 people)",168.1,2011
PER,Peru,132706,Population ages 65 and older (millions),1.872433,2011
PER,Peru,132806,Population under age 5 (millions),3.012135,2011
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",76.61785,2011
PER,Peru,133206,Exports and imports (% of GDP),55.98828,2011
PER,Peru,135006,Coefficient of human inequality,22.93333333,2011
PER,Peru,136906,"Human Development Index (HDI), female",0.713244382,2011
PER,Peru,137006,"Human Development Index (HDI), male",0.751804288,2011
PER,Peru,137506,Human Development Index (HDI),0.734,2011
PER,Peru,137906,Gender Development Index (GDI),0.948710181,2011
PER,Peru,138806,Inequality-adjusted HDI (IHDI),0.564,2011
PER,Peru,140606,"Unemployment, total (% of labour force)",3.442,2011
PER,Peru,147906,Youth not in school or employment (% ages 15-24),16.119,2011
PER,Peru,148206,Labour force participation rate (% ages 15 and older),78.385,2011
PER,Peru,148306,Employment to population ratio (% ages 15 and older),75.686,2011
PER,Peru,149206,Government expenditure on education (% of GDP),2.6635,2011
PER,Peru,150606,Employment in agriculture (% of total employment),28.277,2011
PER,Peru,150706,Employment in services (% of total employment),55.241,2011
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),15.194,2011
PER,Peru,164406,Adjusted net savings (% of GNI),12.812838,2011
PER,Peru,169706,Total unemployment rate (female to male ratio),1.0986942,2011
PER,Peru,169806,Youth unemployment rate (female to male ratio),0.978337466,2011
PER,Peru,170006,Concentration index (exports) (value),0.265670843,2011
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",7.873771,2011
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),73.87026165,2011
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",47.00731935,2011
PER,Peru,175206,"Antenatal care coverage, at least one visit (%)",95.4,2011
PER,Peru,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",75.4,2011
PER,Peru,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",9.7,2011
PER,Peru,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),17.56129265,2011
PER,Peru,177706,Survival rate to the last grade of lower secondary general education (%),77.95419,2011
PER,Peru,178306,Gross capital formation (% of GDP),24.200876,2011
PER,Peru,179406,Skilled labour force (% of labour force),52.8084,2011
PER,Peru,179706,Ratio of education and health expenditure to military expenditure,5.223093,2011
PER,Peru,181206,Proportion of births attended by skilled health personnel (%),85,2011
PER,Peru,181706,Rural population with access to electricity (%),61.302071,2011
PER,Peru,181806,Current health expenditure (% of GDP),4.624899,2011
PER,Peru,182106,"Malaria incidence (per 1,000 people at risk)",2.69047,2011
PER,Peru,182206,"Tuberculosis incidence (per 100,000 people)",133,2011
PER,Peru,182806,Population using safely managed drinking-water services (%),49,2011
PER,Peru,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",43.29999924,2011
PER,Peru,184006,Proportion of informal employment in nonagricultural employment (% of total employment in nonagriculture),68.66,2011
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.46984,2011
PER,Peru,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.14744,2011
PER,Peru,193006,"Proportion of informal employment in nonagricultural employment, female (% of total employment in nonagriculture)",75.55,2011
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",310.6946477,2011
PER,Peru,194906,GDP per capita (2017 PPP $),10616.84225,2011
PER,Peru,195206,Population using safely managed sanitation services (%),31,2011
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.672986194,2011
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),9796.886074,2011
PER,Peru,195906,"Domestic material consumption per capita, (tonnes)",15.13817,2011
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",46.61,2011
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",17.36,2011
PER,Peru,23806,Population with at least some secondary education (% ages 25 and older),59.11498,2010
PER,Peru,23906,"Population with at least some secondary education, female (% ages 25 and older)",53.16087,2010
PER,Peru,24006,"Population with at least some secondary education, male (% ages 25 and older)",65.16293,2010
PER,Peru,24106,"Mean years of schooling, female (years)",7.7576,2010
PER,Peru,24206,"Mean years of schooling, male (years)",9.1419,2010
PER,Peru,31706,Share of seats in parliament (% held by women),27.5,2010
PER,Peru,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",71.551,2010
PER,Peru,43006,Vulnerable employment (% of total employment),51.169,2010
PER,Peru,43606,"Internet users, total (% of population)",34.77,2010
PER,Peru,44206,Total population (millions),29.02768,2010
PER,Peru,45106,Urban population (%),76.4,2010
PER,Peru,46006,Mobile phone subscriptions (per 100 people),100.301,2010
PER,Peru,46106,Primary school dropout rate (% of primary school cohort),18.47664,2010
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",19.68166,2010
PER,Peru,47906,Median age (years),25.465,2010
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",72.065,2010
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",85.894,2010
PER,Peru,49006,Sex ratio at birth (male to female births),1.05,2010
PER,Peru,52606,"Remittances, inflows (% of GDP)",1.7175687,2010
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",5.7308266,2010
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",15.636651,2010
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",20.131885,2010
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",101.675,2010
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",162.861,2010
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2010
PER,Peru,63106,Population ages 15–64 (millions),18.487498,2010
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",109.86989,2010
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",92.27526,2010
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",6,2010
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",3,2010
PER,Peru,65606,Gross fixed capital formation (% of GDP),23.51337863,2010
PER,Peru,68606,Gender Inequality Index (GII),0.43,2010
PER,Peru,69206,Life expectancy at birth (years),74.41,2010
PER,Peru,69706,Expected years of schooling (years),13.38634,2010
PER,Peru,71406,Inequality-adjusted education index,0.455386913,2010
PER,Peru,71506,Inequality-adjusted life expectancy index,0.698959231,2010
PER,Peru,71606,Inequality-adjusted income index,0.392479416,2010
PER,Peru,73506,Overall loss in HDI due to inequality (%),30.6518724,2010
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",104,2010
PER,Peru,97306,Natural resource depletion (% of GNI),5.825817584,2010
PER,Peru,99106,Net official development assistance received (% of GNI),-0.2186581,2010
PER,Peru,100806,Forest area (% of total land area),58.44609375,2010
PER,Peru,101606,Inequality in education (%),30.2,2010
PER,Peru,101706,Inequality in income (%),42.7,2010
PER,Peru,101806,Inequality in life expectancy (%),16.5,2010
PER,Peru,103006,Mean years of schooling (years),8.417220071,2010
PER,Peru,103206,Life expectancy index,0.837076923,2010
PER,Peru,103606,Income index,0.684955351,2010
PER,Peru,103706,Education index,0.65241678,2010
PER,Peru,110806,"Net migration rate (per 1,000 people)",-8.456,2010
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",7.331,2010
PER,Peru,111106,International inbound tourists (thousands),2299,2010
PER,Peru,111306,Private capital flows (% of GDP),-7.287626,2010
PER,Peru,112506,"Suicide rate, male (per 100,000 people, age-standardized)",7.5,2010
PER,Peru,112606,"Suicide rate, female (per 100,000 people, age-standardized)",2.5,2010
PER,Peru,120606,"Life expectancy at birth, female (years)",76.888,2010
PER,Peru,121106,"Life expectancy at birth, male (years)",71.968,2010
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),47.253,2010
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),9.759,2010
PER,Peru,123306,"Expected years of schooling, female (years)",13.5136,2010
